date,total_cars_sold,new_cars_sold,used_cars_sold,real_value_cars_sold,real_new_value_cars_sold,real_used_value_cars_sold
2022-05-31,68692.18181818181,20695.015151515152,48000.29924242424,1924849279.0227273,1003971630.310606,929866786.3712121
2022-06-30,70407.18181818181,19339.60606060606,47902.617424242424,1773129671.0227273,959249062.9924242,809961741.1439394
2022-07-31,66549.72727272726,20163.92424242424,46388.981060606064,1792458803.5227273,964787341.810606,823752595.6893939
2022-08-31,66189.54545454544,20793.833333333332,45126.66287878788,1819383125.2045453,1011729249.810606,800583505.4621211
2022-09-30,69286.45454545454,21355.333333333332,47813.52651515151,1936623828.5227273,1070236420.310606,862468542.1439394
2022-10-31,69161.04545454544,22705.878787878788,46600.708333333336,1909351157.340909,1097544692.4469697,814253746.2348485
2022-11-30,74014.95454545454,25095.469696969696,49416.16287878788,1967608165.7954545,1151009276.219697,817198114.2348485
2022-12-31,75356.40909090909,25797.969696969696,49306.981060606064,2025730730.8863635,1212637664.9469697,810776392.4166666
2023-01-31,74758.63636363635,22059.060606060604,52702.753787878784,1860820389.9772727,1014184080.1742425,846679346.1893939
2023-02-28,76909.31818181818,26761.787878787876,50146.07196969697,2042597210.6136363,1212704920.901515,830880623.4166666
2023-03-31,73801.95454545454,27039.742424242424,46592.844696969696,2095448090.2954545,1254602804.6287878,838191778.5075758
2023-04-30,67698.5909090909,24112.378787878788,43589.39015151515,1879801486.7954545,1124470728.4469697,766060900.1893939
2023-05-31,73945.18181818181,25905.015151515152,48043.29924242424,2048944958.0227273,1210724608.310606,847209488.3712121
2023-06-30,70214.18181818181,23386.60606060606,46981.617424242424,1923490301.0227273,1135873334.9924242,783698100.1439394
2023-07-31,71115.72727272726,24522.92424242424,46595.981060606064,2012910735.5227273,1157130585.810606,851861282.6893939
2023-08-31,72335.54545454544,24075.833333333332,47990.66287878788,2014189051.2045453,1155989744.810606,851128935.4621211
2023-09-30,67325.45454545454,22306.333333333332,47558.52651515151,1808565028.5227273,1067844827.310606,736801335.1439394
2023-10-31,68829.04545454544,24225.878787878788,44748.708333333336,1846941233.340909,1125835634.4469697,723552880.2348485
2023-11-30,74532.95454545454,26698.469696969696,48331.16287878788,1941684011.7954545,1188839387.219697,753443849.2348485
2023-12-31,77991.40909090909,28782.969696969696,48956.981060606064,2033450523.8863635,1288046697.9469697,743087152.4166666
